match_id,Radiant,Dire,radiant_winner,diff_assists,diff_denies,diff_first_blood,diff_gpm,diff_healing,diff_hero_damage,diff_kills,diff_last_hits,diff_match_duration,diff_total_levels,diff_tower_damage,diff_xpm
3979184158,MEGA-LADA E-sports,No Bounty Hunter,1,-0.8666666666666742,7.4666666666666615,37.633333333333326,-98.83333333333303,-2814.433333333333,-45.56666666668025,0.6000000000000014,-45.799999999999955,162.76666666666688,-6.0,-959.5333333333319,-235.6333333333332
3979298911,No Bounty Hunter,MEGA-LADA E-sports,1,0.8666666666666742,-7.4666666666666615,-37.633333333333326,98.83333333333303,2814.433333333333,45.56666666668025,-0.6000000000000014,45.799999999999955,-162.76666666666688,6.0,959.5333333333319,235.6333333333332
3979399789,No Bounty Hunter,MEGA-LADA E-sports,1,0.8666666666666742,-7.4666666666666615,-37.633333333333326,98.83333333333303,2814.433333333333,45.56666666668025,-0.6000000000000014,45.799999999999955,-162.76666666666688,6.0,959.5333333333319,235.6333333333332
3979544791,LeftOneTV,Team Empire,1,15.577777777777769,20.066666666666677,-27.177777777777777,-6.622222222221808,1324.066666666667,7333.844444444476,7.177777777777781,-107.62222222222238,-15.088888888888505,4.488888888888866,767.5111111111128,170.88888888888914
3979547233,Vega Squadron,SK-_-'iter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3979665820,SK-_-'iter,Vega Squadron,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3979702213,Team Empire,LeftOneTV,1,-15.577777777777769,-20.066666666666677,27.177777777777777,6.622222222221808,-1324.066666666667,-7333.844444444476,-7.177777777777781,107.62222222222238,15.088888888888505,-4.488888888888866,-767.5111111111128,-170.88888888888914
3979786666,Vega Squadron,SK-_-'iter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3979824996,LeftOneTV,Team Empire,1,15.577777777777769,20.066666666666677,-27.177777777777777,-6.622222222221808,1324.066666666667,7333.844444444476,7.177777777777781,-107.62222222222238,-15.088888888888505,4.488888888888866,767.5111111111128,170.88888888888914
3981106180,20 min afk les,Team Singularity,0,21.38095238095238,-6.928571428571431,26.047619047619065,160.47619047619014,9263.333333333334,31353.761904761886,6.880952380952387,131.42857142857133,590.6666666666665,18.14285714285714,1524.5952380952376,156.78571428571422
3981231091,Team Singularity,20 min afk les,1,-21.38095238095238,6.928571428571431,-26.047619047619065,-160.47619047619014,-9263.333333333334,-31353.761904761886,-6.880952380952387,-131.42857142857133,-590.6666666666665,-18.14285714285714,-1524.5952380952376,-156.78571428571422
3981456050,MEGA-LADA E-sports,Vega Squadron,0,14.728571428571428,9.871428571428567,61.72857142857144,-18.28571428571422,-4816.9571428571435,18731.24285714286,6.314285714285717,-3.7285714285712857,241.8142857142857,2.642857142857139,-2661.8428571428567,13.699999999999818
3981626536,Vega Squadron,MEGA-LADA E-sports,1,-14.728571428571428,-9.871428571428567,-61.72857142857144,18.28571428571422,4816.9571428571435,-18731.24285714286,-6.314285714285717,3.7285714285712857,-241.8142857142857,-2.642857142857139,2661.8428571428567,-13.699999999999818
3981742278,Team Empire,20 min afk les,1,-14.966666666666669,1.2666666666666657,-7.433333333333337,0.900000000000091,-7478.9000000000015,-11455.566666666651,-5.733333333333341,160.9000000000001,20.033333333333303,-4.099999999999994,62.266666666666424,-91.66666666666697
3981835685,20 min afk les,Team Empire,1,14.966666666666669,-1.2666666666666657,7.433333333333337,-0.900000000000091,7478.9000000000015,11455.566666666651,5.733333333333341,-160.9000000000001,-20.033333333333303,4.099999999999994,-62.266666666666424,91.66666666666697
3983421015,No Bounty Hunter,SK-_-'iter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984899274,Team Singularity,Vega Squadron,0,-17.285714285714278,11.0,13.714285714285708,-97.92857142857133,-5861.857142857143,-18318.285714285717,-4.5,-124.85714285714266,-368.2857142857142,-11.0,-1852.5714285714284,-132.28571428571422
3985183442,No Bounty Hunter,20 min afk les,0,11.5,-1.6666666666666643,-15.666666666666657,18.0,-5404.000000000001,5741.333333333372,3.3333333333333286,35.5,-143.33333333333348,1.5,-1374.333333333334,224.83333333333303
3985276731,No Bounty Hunter,20 min afk les,1,11.5,-1.6666666666666643,-15.666666666666657,18.0,-5404.000000000001,5741.333333333372,3.3333333333333286,35.5,-143.33333333333348,1.5,-1374.333333333334,224.83333333333303
3985347818,LeftOneTV,SK-_-'iter,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3985420785,LeftOneTV,SK-_-'iter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3985484900,LeftOneTV,SK-_-'iter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3986808819,Kaipi,Vega Squadron,0,-38.07142857142857,0.0714285714285694,-34.07142857142857,-444.2857142857142,-4204.357142857143,-44139.357142857145,-13.285714285714285,-426.92857142857133,-785.7857142857142,-24.35714285714286,-6955.642857142857,-354.5
3986953827,LeftOneTV,Vega Squadron,0,4.706349206349202,25.404761904761912,5.150793650793659,56.82539682539709,-2753.357142857143,8913.753968253994,3.825396825396826,59.84920634920638,227.3253968253971,7.53174603174601,501.80158730158837,103.72222222222217
