match_id,Radiant,Dire,radiant_assists,radiant_barracks,radiant_denies,radiant_gpm,radiant_healing,radiant_hero_damage,radiant_kills,radiant_last_hits,radiant_total_levels,radiant_tower_damage,radiant_tower_status,radiant_xpm,dire_assists,dire_barracks,dire_denies,dire_gpm,dire_healing,dire_hero_damage,dire_kills,dire_last_hits,dire_total_levels,dire_tower_damage,dire_tower_status,dire_xpm,first_blood,match_duration,radiant_winner
4063653342,Team Secret,Vici Gaming,103,63,63,2276,4669,76107,47,577,99,13907,1975,2560,23,19,67,1438,0,64315,10,531,76,1859,1536,1626,102,2042,1
4063667075,Team Serenity,Newbee,30,48,33,1593,2061,44814,14,551,80,1677,1792,1890,60,63,58,2586,1884,79764,42,767,106,14343,2038,3188,239,1930,0
4064706272,Invictus Gaming,VGJ Thunder,66,11,25,2214,7101,93903,27,1012,112,1372,1540,2367,101,63,43,2308,3015,136618,44,1143,121,14512,1972,2690,138,3052,0
4064706284,Evil Geniuses,Winstrike,70,63,49,2322,7288,64437,41,541,86,5397,1982,2522,24,63,32,1334,967,43412,10,410,64,1127,1796,1489,0,1649,1
4064708096,Team Liquid,Mineski,95,63,33,2165,4415,91446,33,639,89,11303,1972,2551,32,15,48,1911,2840,54795,20,648,79,3213,1572,2011,167,1796,1
4064721264,OG,Fnatic,51,63,30,2222,7840,55200,23,701,85,14750,1983,2342,16,12,53,1667,1620,38627,11,577,75,2575,1536,1828,185,1740,1
4064786062,Team Liquid,Mineski,82,63,49,2231,3029,94148,37,552,93,20176,1974,2496,48,0,49,1629,1650,57666,19,548,79,1871,1536,1890,0,1891,1
4064786780,Winstrike,Evil Geniuses,18,50,35,1599,1981,50867,12,572,81,5191,1536,1929,66,63,48,2314,14091,85660,36,754,95,15101,1846,2562,0,1954,0
4064796732,Fnatic,OG,39,63,34,2508,6101,84344,24,1167,108,17395,1844,2827,25,0,34,1775,481,84314,12,839,92,3381,0,1993,159,2303,1
4064812973,VGJ Thunder,Invictus Gaming,32,63,24,2178,1060,31844,17,628,80,11464,1974,2293,8,51,56,1870,0,29680,7,650,73,3314,1796,1997,228,1526,1
4064851344,Newbee,Virtus.pro,44,3,34,2047,950,102053,21,1336,114,1473,512,2239,91,63,58,2462,7952,99483,44,1321,122,16639,1972,2828,119,3227,0
4064854156,Vici Gaming,paiN Gaming,61,59,30,2136,17445,83869,32,1100,112,8479,518,2398,56,63,53,2537,2319,108716,29,1398,117,13845,1572,2646,6,2904,0
4064867263,OpTic Gaming,Team Serenity,68,63,97,2216,7564,73495,32,839,101,12051,2047,2666,43,51,32,1726,400,63474,20,769,86,31,262,2013,136,2080,1
4064872015,TNC Predator,VGJ Storm,52,63,43,2301,221,126907,26,1560,116,13267,262,2234,80,61,37,2599,7562,113623,38,1847,123,8246,1824,2841,241,3622,0
4064938488,Newbee,Virtus.pro,29,19,52,1794,385,45473,16,665,82,3583,1542,1960,73,63,28,2485,1730,57909,33,661,95,12814,1972,2659,73,1867,0
4064939549,Vici Gaming,paiN Gaming,28,63,80,2234,2255,43185,23,388,61,12061,2047,2055,17,51,22,1269,7434,26996,6,257,49,425,1796,1415,49,1139,1
4064949771,OpTic Gaming,Team Serenity,23,15,46,1336,4557,44830,9,475,69,1116,1572,1515,72,63,60,2379,5813,68402,36,800,94,8777,2046,2626,240,1851,0
4064970428,VGJ Storm,TNC Predator,58,63,63,2165,3990,47294,19,404,63,17447,1983,1972,22,12,20,1544,2031,31635,11,378,57,1660,1536,1679,139,1254,1
4064993264,Team Liquid,Winstrike,50,63,50,2357,5314,45808,28,517,76,11667,1974,2458,22,59,34,1580,735,42454,9,632,60,1640,1540,1689,42,1364,1
4064996401,VGJ Thunder,Mineski,85,51,47,2047,12536,107874,29,1457,123,6555,4,2304,98,63,49,2312,8326,150882,37,1461,124,12216,1828,2486,0,3771,0
4065016209,PSG.LGD,Fnatic,58,63,54,2452,2436,88246,21,1201,109,20722,1846,2416,42,2,38,2149,5163,76278,20,1083,103,2850,512,2170,117,2611,1
4065017593,OG,Invictus Gaming,66,63,28,2195,1919,80435,25,980,110,13261,1974,2467,22,51,26,1806,11984,70236,16,1103,99,1732,1796,2027,81,2613,1
4065042825,Winstrike,Team Liquid,38,60,48,1691,1268,68365,19,833,88,5756,1824,1817,43,63,43,2256,8169,64686,25,996,106,12780,1844,2634,133,2314,0
4065077879,VGJ Thunder,Mineski,71,63,28,2113,2338,83798,28,803,103,18025,1828,2526,20,50,45,1911,3558,54621,10,898,88,5492,384,1907,171,2258,1
4065083072,Fnatic,PSG.LGD,40,2,43,1918,671,66381,23,904,99,1345,1536,2335,53,63,28,2348,2800,80827,28,1028,108,20872,1974,2683,137,2334,0
4065084843,OG,Invictus Gaming,64,63,31,2410,8379,101017,36,848,110,11166,1830,2965,80,48,40,2013,2760,103979,40,748,106,5001,384,2794,113,2261,1
4065095713,paiN Gaming,Virtus.pro,30,0,39,1886,2524,60200,18,887,87,3998,0,2069,89,63,56,2397,8522,87681,39,845,104,19965,1972,2775,88,2109,0
4065124105,VGJ Storm,Newbee,44,63,37,2318,13546,46220,21,834,92,13689,1974,2421,24,48,36,1731,560,55196,13,751,78,3817,1536,1843,129,1908,1
4065128649,Team Secret,OpTic Gaming,99,63,53,2506,400,101163,44,926,112,21199,1972,2784,31,0,40,1970,1819,82528,16,917,94,2910,1536,2097,87,2338,1
4065129977,TNC Predator,Team Serenity,29,0,37,1696,3128,60377,9,758,87,5251,1536,1822,95,63,42,2406,560,116140,36,1207,110,17779,2020,2784,74,2346,0
4065140946,Virtus.pro,paiN Gaming,70,48,75,2243,2091,111722,34,1175,115,5766,1536,2607,85,31,33,2526,8816,112387,37,1361,119,14186,1574,2730,135,3161,0
4065164937,VGJ Storm,Newbee,26,0,43,2068,8891,53532,12,1277,104,4780,1536,2171,104,63,82,2445,2326,95055,43,1057,117,19157,1956,2779,0,2709,0
4065175507,Team Secret,OpTic Gaming,64,63,61,2038,4523,56402,29,535,76,6294,1982,2112,18,63,30,1337,2554,30594,9,411,58,2527,1924,1361,80,1605,1
4065178894,TNC Predator,Team Serenity,104,0,53,2680,3402,160261,41,1863,125,16883,1536,2694,61,48,35,2600,335,136512,28,1571,119,22347,256,2524,76,3596,1
4065192690,Winstrike,Fnatic,75,59,53,2156,1438,125279,29,1350,120,5266,256,2503,81,63,45,2349,8884,113203,40,1194,121,14291,1828,2498,3,3340,0
4065211201,Evil Geniuses,Team Liquid,71,0,59,1953,720,89072,34,777,109,3612,0,2480,88,63,35,2402,4601,115476,45,846,113,17901,1846,2692,91,2529,0
4065211218,OG,VGJ Thunder,107,63,38,2580,29857,155388,41,1335,122,15992,1958,2793,83,0,32,2193,12379,167214,40,1249,119,7038,1024,2642,134,3148,1
4065229720,PSG.LGD,Invictus Gaming,61,63,33,2561,6004,73370,35,1112,116,13108,1830,2967,36,48,73,2104,1996,76550,18,962,101,5144,1280,2271,99,2411,1
4065251250,Fnatic,Winstrike,26,0,57,1890,3109,62435,12,936,93,3030,0,1899,66,63,58,2493,2761,92711,42,1001,112,23599,1974,2906,135,2455,0
4065260154,Team Liquid,Evil Geniuses,93,63,40,2114,12205,91825,45,530,97,10882,1972,2838,47,51,46,1595,11853,70630,17,469,73,2644,1924,1670,108,1807,1
4065268827,OG,VGJ Thunder,43,63,76,2350,1255,42759,28,386,61,7851,2047,2299,8,63,12,1310,0,21258,6,247,42,78,1798,1305,2,1019,1
4065281130,Invictus Gaming,PSG.LGD,62,2,43,1869,144,80761,29,830,97,1914,1536,2170,48,63,50,2405,2248,84683,26,901,106,19258,1976,2632,41,2347,0
